Sample,X,Y,Z
799,0.121,0.000,-0.969
800,0.043,0.121,-0.914
801,-0.047,0.031,-1.086
802,0.145,-0.090,-1.141
803,0.094,0.043,-1.047
804,0.023,-0.020,-1.145
805,0.098,-0.047,-1.121
806,-0.070,0.105,-1.039
807,0.012,-0.047,-1.117
808,0.008,0.004,-0.984
809,-0.184,0.125,-0.984
810,0.008,-0.051,-1.027
811,-0.102,0.086,-0.867
812,-0.215,0.105,-0.906
813,0.090,-0.066,-0.918
814,0.031,0.059,-0.879
815,0.051,-0.008,-0.934
816,0.215,-0.070,-0.883
817,0.090,0.043,-0.891
818,0.219,-0.066,-0.977
819,0.168,-0.004,-0.910
820,-0.066,0.016,-1.055
821,-0.027,-0.027,-1.094
822,0.000,-0.039,-1.078
823,-0.098,0.062,-1.016
824,0.062,0.020,-0.984
825,-0.105,0.109,-1.004
826,-0.137,0.074,-1.012
827,-0.043,-0.016,-1.043
828,-0.074,0.066,-0.988
829,0.250,-0.012,-0.930
830,0.203,-0.016,-0.883
831,-0.012,0.098,-0.949
832,0.195,-0.145,-1.035
833,0.086,0.027,-0.910
834,-0.086,0.066,-0.926
835,0.070,-0.070,-0.973
836,-0.195,0.055,-1.031
837,-0.180,-0.012,-1.047
838,0.027,-0.070,-0.984
839,-0.094,0.086,-0.914
840,0.117,-0.008,-0.945
841,-0.027,0.023,-0.965
842,-0.176,0.074,-1.066
843,0.203,-0.004,-1.004
844,0.176,0.059,-0.918
845,0.164,0.020,-0.996
846,0.305,-0.020,-0.941
847,0.039,0.098,-0.953
848,-0.059,0.031,-1.051
849,-0.137,0.062,-1.012
850,-0.113,0.043,-1.047
851,0.004,0.016,-0.992
852,0.020,0.102,-0.914
853,-0.051,0.035,-1.043
854,0.180,-0.129,-1.043
855,0.043,-0.012,-0.992
856,0.125,-0.098,-1.043
857,0.230,-0.016,-0.934
858,-0.035,0.102,-0.922
859,0.027,-0.035,-1.020
860,0.160,0.031,-0.863
861,-0.062,0.098,-0.836
862,-0.043,-0.051,-0.957
863,-0.082,-0.086,-0.996
864,-0.121,0.020,-0.945
865,-0.066,0.020,-0.883
866,-0.242,0.094,-0.906
867,-0.355,0.098,-1.047
868,-0.133,-0.008,-1.062
869,-0.043,-0.020,-1.066
870,0.215,-0.020,-1.008
871,0.305,-0.027,-0.984
872,0.215,-0.027,-1.070
873,0.035,-0.016,-1.109
874,0.023,-0.012,-1.078
875,0.000,0.012,-1.031
876,0.027,0.074,-0.957
877,0.008,0.094,-0.938
878,0.055,0.020,-0.961
879,0.074,0.039,-0.930
880,0.027,0.051,-0.902
881,0.133,-0.039,-0.980
882,-0.039,0.117,-0.875
